time,speaker_gt,f0,centroid,tilt,rms
16.575,owner,137.4,1216.13009422196,-8.175789413409959,-29.82263851224769
16.775,owner,138.0,1257.1784880494445,-8.20873452311948,-29.955417988425907
16.975,owner,128.2,1174.2791253804019,-9.25530235418817,-31.438910114249204
17.175,owner,126.8,1214.9944565978178,-10.01919486883821,-33.38205758330634
17.375,owner,128.3,982.2890198124755,-11.422511523091202,-33.03394677934496
18.575,son,258.4,981.522713712191,-8.153098756022686,-24.309674969194962
18.775,son,265.8,1394.0849104090644,-5.273822724269655,-26.71146339295349
18.975,son,296.1,1727.2035540651605,-2.9207450900206497,-28.768251444709843
19.175,son,296.9,1971.206332548784,-1.1001528547920818,-35.45606524845135
19.375,son,295.7,1975.6472924627558,-0.3920977578778984,-35.89784701813307
19.575,son,300.4,1868.8666544877265,-1.0832337870272735,-34.75719321014771
19.775,son,311.5,1704.4376342404792,-1.8789516253618719,-38.20198999114613
19.975,son,311.5,1712.2134288691989,-1.4265960356112182,-38.039875690321544
20.175,son,294.1,1641.058345044399,-1.7579403375109275,-34.004201898846425
20.375,son,291.2,1438.1584982018906,-3.6002200557646913,-35.3286139664839
20.575,son,291.2,1458.9637198490775,-3.653922736992668,-34.98598081224547
20.775,son,287.5,1398.607219825956,-4.574075375259244,-33.21076782091488
20.975,son,268.7,1347.6611286662885,-4.927552717857986,-36.77805295085982
21.175,son,268.7,1869.2095919041628,-3.1570542528143677,-35.751894796721324
21.375,son,244.7,2075.1163707926708,-3.1788878295656837,-30.194587224417653
21.575,son,248.6,2252.752067237801,-2.7357205885876215,-28.356740445286125
21.775,son,238.2,2791.306496919331,-2.067302560167697,-29.078993854976986
21.975,owner,237.7,2388.2479582308665,-3.0086509050425323,-24.389318444556448
22.175,owner,234.3,2286.030599287882,-2.997729711002988,-22.624474421582526
22.375,owner,223.0,2226.025399614511,-2.8051683466543036,-19.711244400203178
22.575,owner,211.4,1673.3113007132956,-3.440040915073213,-17.735592175637606
22.775,owner,204.3,1639.4556730899787,-3.8446774134338737,-19.635750043304554
22.975,owner,205.3,2038.807537896592,-4.313889228536876,-21.12332807887787
23.175,owner,223.4,1874.3753094391886,-4.9901315199493075,-21.230125740776753
23.375,owner,220.8,1825.7668281832264,-5.441732786402706,-20.704324658777146
23.575,owner,208.9,1423.2215175858482,-6.855501030979108,-19.998907250193085
23.775,wife,205.5,1322.7106164364454,-6.0040315634741255,-20.344294121798292
23.975,wife,182.7,1524.4390383935145,-5.4135327322470514,-22.11374860790878
24.175,wife,147.1,1740.2666539845975,-4.371628066625951,-23.149937963101554
24.375,wife,408.6,2243.9532328470154,-2.0298773233327556,-21.23108464157903
24.575,wife,342.4,2181.114360128004,-2.380786087938378,-22.393287944739185
24.775,wife,298.0,2166.589745400017,-2.4138828869419515,-20.89893664666399
24.975,wife,281.3,1860.801934329893,-3.52793037065591,-21.19779086574374
25.175,son,199.7,1586.879539503952,-5.143801738111551,-23.78739224978236
25.375,son,163.8,1537.0224704581162,-5.988301112463386,-23.940478547655786
25.575,son,175.6,1556.7600754131543,-6.330518767885521,-22.282264067967738
25.775,son,230.5,1666.8836478820192,-6.053949522160669,-21.390303052575412
25.975,son,238.9,1690.3037402855641,-6.343703203731288,-20.19099392858955
26.175,son,238.1,1523.8096263157558,-7.3957700556460635,-21.33638219454339
26.375,son,239.4,1373.6503422903008,-7.765919504083096,-23.261104963590565
26.575,son,224.2,1327.9569919264707,-7.750518720507487,-23.86299342623046
26.775,son,204.8,1277.8723758517497,-7.187534684564344,-27.65897321728484
26.975,son,189.8,1465.642807923523,-5.458528766774669,-28.582979089257222
27.175,son,181.8,1578.4046512890257,-4.974753513368899,-26.67541175842341
27.375,son,175.1,1562.701630196481,-4.828877646500079,-24.889396006522297
27.575,son,166.3,1636.1669251406354,-4.4956974654913076,-22.33777504763228
27.775,son,168.1,1663.0282649926667,-4.235539276977242,-21.33794899625473
27.975,son,172.4,1668.7465008344457,-3.8998065239973787,-19.932019799011766
28.175,son,185.9,1826.235078925732,-3.7369550757588326,-18.55538238249864
28.375,son,282.9,1930.8222464981081,-4.438648362792641,-17.86716523842896
28.575,son,299.8,2021.2968376239712,-5.1383706394199065,-17.632520053567685
28.775,son,289.0,2116.7054427809426,-5.413783081657382,-17.164212554106204
28.975,son,295.9,2096.117941659379,-5.217633157244661,-17.553937275886152
29.175,son,305.3,2082.025199340306,-4.058367839056798,-16.7687203375385
29.375,wife,306.0,2126.3229425660884,-2.701530784616563,-16.472179126172698
29.575,wife,309.4,2075.72862465183,-0.8343800666445192,-14.996901969191592
29.775,wife,307.2,2082.3379086715177,-0.27096966793374777,-14.26700708010312
29.975,wife,306.0,1923.7814928982361,-1.1454051798390097,-15.081550280761196
30.175,wife,306.5,1823.5439230538575,-3.025064052312473,-16.654966277988525
30.375,wife,293.9,1841.9754954850332,-5.012333097146187,-20.10581235453408
30.575,wife,273.7,1822.0105332046267,-5.011152726627629,-20.586349462681305
30.775,wife,268.9,1836.6744501967546,-4.998922836382155,-20.319415181932538
30.975,wife,295.7,1969.7473946924285,-3.383144887279036,-18.902222315748247
31.175,wife,295.2,2080.0865451733503,-2.9716802567583076,-18.266247690176392
31.375,wife,292.9,2126.4651018570544,-2.671359333060128,-19.14879750331403
31.575,wife,293.4,2201.800728201378,-2.0164170934530437,-18.276201453866612
31.775,wife,291.8,2168.9901072308335,-2.7608108507828875,-18.639947601332654
31.975,wife,297.1,2154.6936896633842,-3.6740998406788656,-18.991612929456956
32.175,wife,291.2,2181.279943124672,-4.011601658017363,-19.014277454678144
32.375,wife,290.8,2130.8534093914427,-4.528233604942905,-19.358320334985645
32.575,wife,296.6,2020.9368594083128,-4.2362142588760054,-20.468827068447368
32.775,wife,326.9,1997.6758225792014,-2.6813086845042458,-22.76481753021319
32.975,wife,329.8,1966.2728033493192,-2.1258681731415185,-24.416505721004814
