time,speaker_gt,f0,centroid,tilt,rms
0.375,Speaker A,165.6,1646.6972480905629,-2.073107376379901,-31.360370564281396
0.975,Speaker A,174.9,1602.466052380201,-4.538471488441218,-28.54073039264243
1.175,Speaker A,174.5,1443.2660014844241,-5.728361218111429,-28.788033323505662
1.375,Speaker A,170.4,1243.6186361874582,-6.801321338375656,-29.147680792206586
1.575,Speaker A,172.1,1604.2860978215688,-5.037947175564237,-29.049456678433803
1.775,Speaker A,169.7,2180.8426151837602,-4.079998971085399,-30.7597189875756
1.975,Speaker A,156.4,2663.8857271488496,-2.2195879490605583,-31.444797155476124
2.175,Speaker A,226.0,3465.820512313209,-0.30284900834546274,-31.762658892883614
2.775,Speaker A,216.1,989.708582016042,-5.546102067614359,-24.723309224549027
2.975,Speaker A,206.6,1211.1275139969189,-5.0065203802988245,-24.24449128748591
3.175,Speaker A,205.7,1171.835664431157,-5.548099275482381,-24.23011146311966
3.375,Speaker A,200.5,1042.0459864851823,-6.927220894139726,-24.097696888659648
3.575,Speaker A,196.8,885.8304698814869,-7.78021317047541,-22.571455047776684
3.775,Speaker A,190.1,906.7811927438252,-6.590471616468454,-24.703711289283522
3.975,Speaker A,183.2,926.3153901458995,-5.7812318912980745,-26.48391206440174
4.175,Speaker A,178.4,971.5317150977178,-4.512707140935998,-29.340462771212643
4.775,Speaker A,170.3,901.1066965145102,-9.352114633994278,-26.369093721010557
4.975,Speaker A,170.3,1256.2536497186725,-7.650355703462939,-28.21723159894267
5.175,Speaker A,170.7,1473.0380171245192,-6.497909757715743,-28.196436912652626
5.375,Speaker A,172.0,1546.7527515610848,-5.210464496351517,-28.99710584577388
5.575,Speaker A,167.7,1910.0652256720498,-4.380175407893605,-32.11278579974421
5.775,Speaker A,157.2,1311.9610646073284,-7.161681353614134,-31.336811412418744
5.975,Speaker A,154.6,1271.6901349291365,-7.561922424475168,-32.82892925433054
6.175,Speaker A,153.8,1777.621109774706,-6.96697247797609,-34.27460658716745
6.375,Speaker A,150.7,1573.7790245869314,-6.352808591377348,-34.50286158614159
6.575,Speaker A,149.5,1743.2580649023253,-5.769000002610744,-35.29672257286846
6.775,Speaker A,141.2,1834.7744775885415,-5.19837354561942,-36.803099027565274
7.575,Speaker B,,1995.9213979504805,3.4366660640444593,-37.024426840102045
7.775,Speaker B,95.3,1529.4796068244655,-3.052109179763547,-28.30126168855226
7.975,Speaker B,88.7,1228.2158179032915,-4.86386201341928,-30.426191661924097
8.175,Speaker B,88.7,1178.556666455424,-5.303545110951712,-30.447684084262654
8.375,Speaker B,92.9,543.9495791994175,-9.131535546694936,-29.36584697132854
8.575,Speaker B,93.9,551.0455306813648,-8.004474718081871,-27.70680200716038
8.775,Speaker B,93.9,554.8456283150776,-9.525886658295361,-24.211162933758573
8.975,Speaker B,93.5,886.4778086137593,-10.144926938645323,-22.802621294146036
9.175,Speaker B,93.5,1056.5128132507825,-8.82793675888257,-22.798844616879617
