time,speaker_gt,f0,centroid,tilt,rms
28.175,Speaker A,85.7,1204.9968815421016,-11.707398632763748,-24.13961637014632
28.375,Speaker A,83.6,847.9552696834253,-12.71754850208915,-26.138200151514344
28.575,Speaker A,81.9,575.6050971204165,-13.23753650601445,-27.33296795801653
28.775,Speaker A,76.3,299.31510104283836,-14.454060967839442,-27.601852108025877
29.175,Speaker B,247.1,1331.470958567212,-6.458176117721108,-17.980070993324066
29.375,Speaker B,255.1,1110.901080279928,-6.695569267874625,-19.907942905470296
29.575,Speaker B,254.9,1071.4637276055323,-6.845565024210676,-20.73113133859532
29.775,Speaker B,254.6,876.8801179504026,-7.468363276207925,-22.21556103953066
29.975,Speaker B,183.8,1101.8085766078502,-6.84496097242872,-25.478474200128325
30.175,Speaker B,163.1,1489.6177825734105,-5.899998357860784,-25.995626739359817
30.375,Speaker B,169.7,1728.9842793786154,-4.790129198548052,-25.360167575484805
30.575,Speaker B,109.0,2478.480578110866,-3.066670448291503,-34.8718100540294
30.775,Speaker B,220.6,1987.943600253357,-3.567738984042782,-19.15180871262314
30.975,Speaker B,232.5,2138.182926459948,-4.006518835248195,-19.83407600633339
31.175,Speaker B,220.6,2034.2330057611657,-5.029473092452102,-20.679416404976973
31.375,Speaker B,218.0,1720.7673673922766,-5.804392280845037,-20.757031386223716
31.575,Speaker B,205.0,1976.3201794108406,-5.192053928992706,-23.47464829522552
31.775,Speaker B,229.5,1677.1907587807489,-4.711508345042833,-21.632333978835376
31.975,Speaker B,229.3,1615.0512573274277,-4.158900989919604,-21.323877086789302
32.175,Speaker B,225.4,1626.3667772865467,-4.375783053987737,-22.159458002814368
32.375,Speaker B,193.3,1365.307310915794,-5.069915462058321,-22.7452722330585
32.575,Speaker B,181.6,1804.2092714283344,-5.010413618300376,-24.245561459793183
32.775,Speaker B,190.3,1769.6289425896298,-5.321278303164663,-26.61149134304712
32.975,Speaker B,199.9,1929.924856132767,-5.414328481526108,-28.82427827187326
33.175,Speaker B,191.8,2394.500538870176,-5.151616535378871,-30.135161692738773
33.775,Speaker D,179.5,2382.8832392957197,-3.04055925252529,-21.72620773396748
33.975,Speaker D,191.4,2115.235745278236,-4.049967820082334,-20.5094908748432
34.175,Speaker D,199.2,2270.0369704174946,-4.757672137901359,-22.47281747177981
34.375,Speaker D,212.1,2903.0413335846197,-4.026961044408284,-20.84182410010016
34.975,Speaker D,194.5,890.4401657462986,-8.017799034484188,-16.009496011282828
35.175,Speaker D,194.1,992.7514138130103,-6.615164632370142,-16.796373391640678
35.375,Speaker D,193.5,1148.6959656270587,-6.094363575191313,-17.584625465226967
35.575,Speaker D,194.0,1248.630147596335,-6.733502618854482,-19.036393398312452
35.775,Speaker D,176.7,1440.3954904802426,-5.770381138337228,-22.04933620985151
35.975,Speaker D,169.8,1378.6568456849611,-7.03496044694923,-22.59166784029102
36.175,Speaker D,154.0,1289.2695747497166,-8.142210414734668,-21.724373185912242
36.375,Speaker D,147.6,1207.6659178127047,-8.300382810674884,-22.529891295540153
36.575,Speaker D,140.0,1087.3531942991626,-9.565811359577014,-22.318188350808764
36.775,Speaker D,139.6,1644.5611866247734,-8.110814022869965,-23.30769992929573
36.975,Speaker D,138.9,1552.3665522558663,-10.026749112245684,-23.593892935297628
37.175,Speaker D,138.7,1551.9656295403277,-11.13424156722877,-24.735662913407516
37.375,Speaker D,132.0,1131.3069702532352,-12.45950989620469,-27.818986065487902
37.575,Speaker D,131.1,557.5146264111187,-15.696973905043631,-27.32471408639618
37.975,Speaker C,167.6,1537.7644734054002,-5.314772052370486,-29.392657753984636
38.175,Speaker C,162.1,1521.4641233608456,-5.228958869384061,-29.531556989156
38.375,Speaker C,167.6,1701.2043679353965,-3.7996274890699255,-29.725067829654044
38.575,Speaker C,175.2,1943.461901972576,-4.119539331390214,-28.360881185351463
38.775,Speaker C,166.1,1700.9488607262524,-3.4312546326026703,-25.545662910398676
38.975,Speaker C,176.9,1604.7589872266442,-2.7967612608006545,-23.75990443628669
39.175,Speaker C,175.4,2556.3307920661737,-2.28433275001453,-25.130101609505818
39.375,Speaker C,183.1,2456.3965062490292,-2.8403664112546947,-25.90783427369579
39.575,Speaker C,187.2,2637.1800761815075,-3.332358943634893,-30.095016073293046
